,地址,区域,小区,租凭方式,租金,楼层,面积,户型,朝向,发布日期,具体日期,介绍,看房记录（最新成交日期）,看房记录（最新成交价格）,距离地铁站距离,入住,租期,看房,电梯,车位,用水,用电,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,经度,纬度,链接,信息采集时间
1690,浦东,周浦,汇福家园吉祥里,整租,3300,中楼层/16层,75㎡,2室1厅1卫,朝南,2个月前,2019-05-19,"【房源亮点】 房子目前有租客，看房不方便，25号以后晚上可以看。。。。。。。。。。。。
【交通出行】 门口有公交直达地铁站，出行方便。。。。。。。。。。。。。。。。。
【出租原因】 家具家电全配，可以拎包入住。。。。。。。。。。。。。。。。。。。。。
",2019-07-11,3400元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.593712,31.089850,https://sh.lianjia.com/zufang/SH2260117282430918656.html,2019-07-31 20:16:34
1691,普陀,甘泉宜川,宜川一村,整租,3800,高楼层/6层,39㎡,1室1厅1卫,朝南,12天前,2019-07-19,,2019-07-27,4300元/月,915m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.440697,31.262093,https://sh.lianjia.com/zufang/SH2304130746203242496.html,2019-07-31 20:16:34
1692,静安,南京西路,骏豪国际,整租,7600,高楼层/29层,53㎡,1室1厅1卫,朝东南 南,13天前,2019-07-18,,2019-07-30,8600元/月,545m,随时入住,2年以内,需提前预约,有,暂无数据,民水,民电,无,有,无,有,有,有,有,有,无,有,无,121.455235,31.228359,https://sh.lianjia.com/zufang/SH2303359149448642560.html,2019-07-31 20:16:36
1693,静安,南京西路,骏豪国际,整租,9500,中楼层/29层,60㎡,1室1厅1卫,朝南,3个月前,2019-04-25,"【房源亮点】 高区景观好 视野好 采光佳 交通方便 距南京西路地铁站50米，出行方便，有地铁2号，12号，13号线。有大型购物商厦，有特色小吃食品街
【户型介绍】 一室两厅精装修，高区采光足视野棒，全景窗户，户型好，随时看房
【周边配套】 梅隆泰三大购物广场，南京西路地铁站及其他公交，吴江路小吃街，吃喝玩乐一应俱有
",2019-07-30,8600元/月,545m,随时入住,2年以内,需提前预约,有,暂无数据,民水,民电,无,有,有,有,有,有,有,无,有,有,有,121.455235,31.228359,https://sh.lianjia.com/zufang/SH2242621164327542784.html,2019-07-31 20:16:37
1694,浦东,川沙,绿都绣云里,整租,3500,中楼层/15层,70㎡,2室1厅1卫,朝南,19天前,2019-07-11,,2019-07-27,2500元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.610583,31.205027,https://sh.lianjia.com/zufang/SH2298496897897472000.html,2019-07-31 20:16:38
1695,普陀,甘泉宜川,宜川六村,整租,3800,中楼层/6层,33㎡,1室1厅1卫,朝南,19天前,2019-07-12,"【户型介绍】 标准一室户，中楼层，上下楼方便，视野好，朝南采光足，小区绿化高，健身设备，一应俱全
【交通出行】 小区近地铁3号线中谭站，步行约750米左右，公交站，78路，47路，849路，876路，510路，107路109路公交车
【周边配套】 小区旁边就是宜川公园，人流量大，华联超市，全家超市，菜市场等等生活设施一应俱全
",2019-07-20,5300元/月,739m,2019-08-31,暂无数据,一般下班后可看,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,有,有,有,121.437113,31.258805,https://sh.lianjia.com/zufang/SH2298297958762029056.html,2019-07-31 20:16:39
1696,普陀,真如,真如西村,整租,4500,中楼层/6层,38㎡,1室0厅1卫,朝南,27天前,2019-07-04,,2019-07-18,5000元/月,802m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.399912,31.246595,https://sh.lianjia.com/zufang/SH2292491630835941376.html,2019-07-31 20:16:39
1697,浦东,金杨,金樟花苑,整租,3700,高楼层/6层,35㎡,1室0厅1卫,朝南,16天前,2019-07-15,"【交通出行】 公交：130、135区间、235、405、554、577、609、618、626、638、774、78、785、791、794、814、843、970、981、990、申陆专线
【周边配套】 银行：工商银行、建设银行、农业银行
医院：上海宏康医院,,上海莱茵医院,上海丽都口腔门诊部,上海仁韶门诊部,上海天使口腔门诊部,上海蓝馨口腔门诊部,
餐饮：餐厅，福建沙县小吃，肯德基，麦当劳
【小区介绍】 区域：浦东
区域板块：金杨
小区地址：栖山路1555弄
物业类型：普通住宅
建筑类型：多层;高层
物业费：1.3
",2019-07-03,5000元/月,,2019-08-01,暂无数据,只能周末看房,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.564903,31.258676,https://sh.lianjia.com/zufang/SH2300589720586944512.html,2019-07-31 20:16:40
1698,长宁,中山公园,宁康小区,整租,5600,高楼层/6层,33㎡,1室0厅1卫,朝南,2个月前,2019-05-31,"【房源亮点】 一房朝南，采光好，装修好，干净清爽，近中山公园地铁站，三轨交汇
【交通出行】 小区近中山公园地铁站2号3号4号线，以及龙之梦公交枢纽站和来福士下面的公交枢纽站，15条公交线路便利您的出行，四通八达！地铁2号线东西连接虹桥国际机场和浦东国际机场，3号线南北连接上海南站和上海火车站，4号线是环城轨道交通，可自由换乘。
【周边配套】 小区近龙之梦购物公园，龙之梦里有家乐福，买菜、柴米油盐等比较方便 。除此之外还有来福士购物广场，玫瑰坊，兆丰广场，等综合购物美食广场，国美电器，苏宁电器，永乐，日用百货覆盖。旁边就是中山公园，空气清新，休闲散步的好去处。
",2019-07-30,6800元/月,319m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.413213,31.220744,https://sh.lianjia.com/zufang/SH2268913266518933504.html,2019-07-31 20:16:41
1699,闵行,华漕,爱博四村,整租,2000,中楼层/13层,30㎡,1室0厅1卫,朝南,2个月前,2019-05-30,,2019-07-22,6400元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.304990,31.212613,https://sh.lianjia.com/zufang/SH2268018082348285952.html,2019-07-31 20:16:42
1700,静安,静安寺,三义坊,整租,8500,低楼层/7层,75㎡,2室2厅1卫,朝南 北,4个月前,2019-03-23,"【房源亮点】 邻近地铁，交通方便，家电齐全，随时入住，全套配备，房东诚意出租
【户型介绍】 此房是朝南的两房，两房一厅一厨一卫，户型方正，南北通透，通风效果好！
【交通出行】 小区门口有40路、93路新闸路延平路公交站，136路新闸路胶州路公交站，113路，328路，20路，825路等，地铁2号线，7号线
",2019-06-23,4000元/月,440m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.442406,31.226449,https://sh.lianjia.com/zufang/SH2218699677816332288.html,2019-07-31 20:16:43
1701,徐汇,徐家汇,振兴小区(徐汇),整租,6200,中楼层/5层,42㎡,1室1厅1卫,朝南,2个月前,2019-05-23,"【装修描述】 房子是业主精装修的、正规的一房一厅，南北通透的一房、楼层居中，采光视野好
【交通出行】 小区出门步行一百米可达东安路地铁口、公交站点，直达静安寺、徐汇滨江、体育馆等
【周边配套】 小区出门步行一百米内有枫林菜场、24h家乐福、肿瘤医院，公交站点，南模
",2019-07-30,5000元/月,113m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,有,121.452204,31.193753,https://sh.lianjia.com/zufang/SH2262892759428382720.html,2019-07-31 20:16:44
1702,浦东,惠南,东方城市豪庭,整租,2200,高楼层/17层,100㎡,2室2厅1卫,朝南,5个月前,2019-02-13,,2019-07-20,2500元/月,1109m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.768031,31.047313,https://sh.lianjia.com/zufang/SH2188887910080847872.html,2019-07-31 20:16:45
1703,普陀,真光,真光新村第二小区,整租,3500,高楼层/6层,47㎡,1室1厅1卫,朝南,23天前,2019-07-08,,2019-07-20,3300元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.427780,31.237668,https://sh.lianjia.com/zufang/SH2296205166506156032.html,2019-07-31 20:16:46
1704,徐汇,徐家汇,柿子湾小区,整租,6500,高楼层/7层,49㎡,2室1厅1卫,朝南,10天前,2019-07-21,,2019-07-29,5000元/月,485m,2019-09-20,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.429220,31.189546,https://sh.lianjia.com/zufang/SH2305563099417018368.html,2019-07-31 20:16:47
1705,浦东,金杨,仁和花苑,整租,3000,低楼层/12层,25㎡,1室1厅1卫,朝南,3天前,2019-07-28,,2019-07-04,8200元/月,141m,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.564496,31.244576,https://sh.lianjia.com/zufang/SH2310638702596472832.html,2019-07-31 20:16:48
1706,徐汇,华东理工,和平小区(徐汇),整租,4900,低楼层/6层,75㎡,2室1厅1卫,朝南,13天前,2019-07-18,,2019-06-03,3200元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.422328,31.145994,https://sh.lianjia.com/zufang/SH2270944568826396672.html,2019-07-31 20:16:49
1707,黄浦,五里桥,江南新苑,整租,12000,低楼层/30层,129㎡,3室2厅1卫,朝南,1个月前,2019-06-26,"【户型介绍】 房型为三房两厅一厨一卫，功能间都有明窗，采光好。入户是宽敞的客厅与餐厅，敞亮气派；卧室空间大，厨房、卫生间装修干净亮堂
【交通出行】 小区出门左拐鲁班路，直行是鲁班路-瞿溪路公交站（17+36+733路）；斜对角50米处，有4号线鲁班路1号口、2号口和3号口
【周边配套】 江南新苑坐落于黄浦区繁华地段，配套完善。永辉超市、汇暻生活广场、巨鹿集团江南菜场、全家便利店、各色小吃店、银行、教育医疗等各色配套齐全
",2019-06-08,9500元/月,234m,随时入住,3年以内,只能周末看房,有,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.479102,31.198979,https://sh.lianjia.com/zufang/SH2287582461649502208.html,2019-07-31 20:16:50
1708,闵行,吴泾,氯碱小区,整租,2200,中楼层/6层,39㎡,1室1厅1卫,朝南,1个月前,2019-06-29,"【装修描述】 装修是简单装修 一室一厨一卫空调、电视、洗衣机有的，要自己准备床。
【交通出行】 小区门口就是178的终点站，可直达徐家汇，龙华，还有更多公交线路：闵行5路，闵行15路，闵吴线等，出行方便
【周边配套】 氯碱小区在吴泾镇的剑川路上面，成熟小区，环境优雅，小区内联华超市，良友便利店，吴泾菜场，社区医院
",2019-07-30,2800元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.476214,31.045094,https://sh.lianjia.com/zufang/SH2289751069179789312.html,2019-07-31 20:16:52
1709,虹口,江湾镇,红馥里,整租,3100,中楼层/30层,56㎡,1室1厅1卫,朝南,13天前,2019-07-18,,2019-07-29,3900元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,暂无数据,暂无数据,暂无数据,无,无,无,无,无,无,无,无,无,无,121.473294,31.304873,https://sh.lianjia.com/zufang/SH2298491301152702464.html,2019-07-31 20:16:53
1710,长宁,西郊,虹桥机场新村,整租,5000,低楼层/6层,55㎡,2室1厅1卫,朝西南,4天前,2019-07-27,,2019-07-28,7000元/月,1056m,2019-08-05,1年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.354182,31.183467,https://sh.lianjia.com/zufang/SH2310085930188546048.html,2019-07-31 20:16:54
1711,浦东,惠南,红光花苑,整租,3000,未知/4层,54㎡,2室1厅1卫,朝南 北,1个月前,2019-06-27,"【房源亮点】 居住环境舒适，小区的整体规划布局合理、规划缜密，户型选择丰富，居住实用率高。
【交通出行】 本房距离惠南地铁站2.4公里，可搭乘龙惠专线，车程5分。公交：川南线、川芦线、南朝线 ，龙临专线，1038路，南南线，周浦九线。小区东面500米有川南奉公路，小区东面1.7公里是G 1501上海绕城高速。
【周边配套】  万佳佳购物中 心 开开购物中、zhog心 鸿基休闲广场 医 院： 浦东新区南华医院 光明中医医院 南汇区妇幼保健院 邮 局： 荡湾邮政所 银 行： 中国银行靖海路支行 中国农业银行、中信银行南汇支行 上海农商银行人民东
",2019-04-06,2300元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.771289,31.064820,https://sh.lianjia.com/zufang/SH2288123937269219328.html,2019-07-31 20:16:55
1712,浦东,康桥,周康四村,整租,3500,中楼层/5层,54㎡,1室1厅1卫,朝南,11天前,2019-07-20,,2019-02-25,5000元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.572064,31.140347,https://sh.lianjia.com/zufang/SH2305024347066613760.html,2019-07-31 20:16:56
1713,徐汇,田林,田林六村,整租,5300,高楼层/6层,47㎡,2室1厅1卫,朝南,16天前,2019-07-15,,2019-06-21,5350元/月,373m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.420415,31.172624,https://sh.lianjia.com/zufang/SH2300685596857221120.html,2019-07-31 20:16:57
1714,黄浦,新天地,振华里小区,整租,9500,未知/3层,72㎡,1室2厅1卫,朝南,26天前,2019-07-05,"【户型介绍】 本房户型南北通透，全明，不沿街，安静无遮挡，通风效果好，客厅朝南采光充足
【装修描述】 本房业主简装，少有的大面积，清爽整洁，可拎包入住。.......          
【交通出行】 小区出门就是新天地10/13号线地铁口，三轨相交，9/10/13号线，交通便利，步行800M可至淮海中路步行街
【小区介绍】 振华里小区是文明小区，不同于市里的老公房，小区环境干净整洁，安全规范，得房率高。地段是新天地内核，集大型商场、酒吧、办公楼于一体。本房源地处小区内部，安静不沿街，闹中取静
",2019-07-23,7800元/月,69m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.475391,31.215712,https://sh.lianjia.com/zufang/SH2293376964850876416.html,2019-07-31 20:16:58
1715,长宁,西郊,舒兴小区,整租,5800,高楼层/6层,71㎡,3室1厅1卫,朝南,24天前,2019-07-07,"【交通出行】 离2号航站楼近，小区出门就是沪青平公路，有71路可以直达外滩，交通方便，离10号线步行15min左右

【出租原因】 之前是业主爸爸妈妈住，现在一家人要搬去金山不方便打理这边，故出租
【周边配套】 东邻爱琴海购物广场，万象城，南边2公里即有七宝购物中 心等大型商场，近虹桥火车站

",2019-05-11,3600元/月,700m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.352063,31.182564,https://sh.lianjia.com/zufang/SH2295447351872978944.html,2019-07-31 20:16:59
1716,长宁,天山,新宁小区,整租,5500,高楼层/6层,47㎡,1室1厅1卫,朝南 北,10天前,2019-07-21,,2019-06-07,5500元/月,529m,2019-08-09,2年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,有,121.378585,31.218953,https://sh.lianjia.com/zufang/SH2305631103597690880.html,2019-07-31 20:17:00
1717,青浦,赵巷,龙湖滟澜山(公寓),整租,2500,高楼层/4层,83㎡,1室1厅1卫,朝南,3个月前,2019-04-13,,2019-06-13,8500元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.227081,31.132924,https://sh.lianjia.com/zufang/SH2233782978981396480.html,2019-07-31 20:17:01
1718,浦东,新场,东方冠郡,整租,2800,高楼层/6层,93㎡,2室2厅1卫,朝南,12天前,2019-07-19,,2019-07-04,2500元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.653033,31.027953,https://sh.lianjia.com/zufang/SH2304321299499466752.html,2019-07-31 20:17:02
1719,徐汇,田林,田林三村,整租,6500,低楼层/6层,52㎡,2室1厅1卫,朝南,2个月前,2019-05-30,,2019-07-19,4100元/月,849m,2019-08-01,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.424043,31.171027,https://sh.lianjia.com/zufang/SH2267789951930744832.html,2019-07-31 20:17:03
1720,长宁,西郊,宝北小区,整租,5500,高楼层/6层,48㎡,2室0厅1卫,朝南,24天前,2019-07-07,,2019-07-06,640000元/月,417m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.370744,31.188288,https://sh.lianjia.com/zufang/SH2295540394689306624.html,2019-07-31 20:17:04
1721,长宁,中山公园,清宁小区,整租,4400,中楼层/7层,34㎡,1室0厅1卫,朝南,17天前,2019-07-14,,2019-07-28,5400元/月,1066m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,无,无,无,有,无,无,有,无,121.406690,31.219797,https://sh.lianjia.com/zufang/SH2298497859165110272.html,2019-07-31 20:17:05
1722,奉贤,海湾,绿地香颂(奉贤)(公寓),整租,1500,高楼层/8层,62㎡,1室1厅1卫,朝南,13天前,2019-07-18,,2019-07-28,1666元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.567409,30.857286,https://sh.lianjia.com/zufang/SH2298463918797881344.html,2019-07-31 20:17:06
1723,静安,曹家渡,延平路237弄,整租,7300,中楼层/6层,39㎡,2室0厅1卫,朝南,28天前,2019-07-03,"【房源亮点】 精装两居室，家居配套崭新，楼梯中层，采光良好，治安良好，购物便利
【交通出行】 地铁：7号线昌平路站740米。公交：23路，93路武定路延平路站220米，23路康定路延平路站120米，765路昌平路延平路站350米，40路、113路、328路、830路胶州路康定路站350米。
【周边配套】 小区周 边有武定菜场，农工商超市、华联超市，购物方便！有中国银行、工商银行、农业银行，为您的金融生活提供便利。中小 学: 上海市一师附 小、市西初级中 学 幼儿园: 上海市静安区常熟路幼儿园‎ 
",2019-07-14,6300元/月,490m,2019-08-05,1年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,无,有,有,有,121.438779,31.230535,https://sh.lianjia.com/zufang/SH2292773773243318272.html,2019-07-31 20:17:07
1724,普陀,曹杨,曹杨四村(桐柏园),整租,3800,高楼层/6层,30㎡,1室0厅1卫,朝南,5天前,2019-07-26,,2019-06-14,4900元/月,878m,2019-08-10,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.405161,31.234634,https://sh.lianjia.com/zufang/SH2309123637002903552.html,2019-07-31 20:17:08
1725,静安,江宁路,又一村(静安),整租,7000,高楼层/7层,47㎡,2室1厅1卫,朝南,1个月前,2019-06-17,"【房源亮点】 此房位于小区靠里面位置，安静不吵，楼层好；新装修（已住过一年），干净清爽，是该小区少有的2房带2个卫生间的；主卧带阳台，不用担心晾晒的问题，洗衣机带烘干
【交通出行】 7号线昌平路站460米，2/7号线静安寺站710米（数据来源于百度地图），出门就有公交76/138路（常德路新闸路），还有136路（新闸路西康路），出行方便。
【周边配套】 小区近南京西路、静安寺、嘉里，距医院近；还有西康公园；静安图书馆；建设银行、中国银行；晶品、东海广场、恒隆广场、梅龙镇广场，久光、芮欧百货等；出门就有FAMILY-Mart、好德便利店，近菜市场，生活便利。
【小区介绍】 小区位于常德路新闸路，多层住宅，闹中取静；近静安寺、嘉里；开发商是静安置业、上海外经贸房地产开发经营公司；物业是上海康定物业管理有限公司
",2019-07-28,8600元/月,387m,随时入住,3年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.445467,31.229815,https://sh.lianjia.com/zufang/SH2281164751436521472.html,2019-07-31 20:17:09
1726,青浦,朱家角,天地健康城,整租,3200,低楼层/6层,122㎡,2室2厅2卫,朝南,14天前,2019-07-17,,2019-07-27,3400元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,暂无数据,暂无数据,无,无,无,无,无,无,无,无,无,无,无,121.070168,31.086582,https://sh.lianjia.com/zufang/SH2301930853988835328.html,2019-07-31 20:17:10
1727,浦东,惠南,东城花苑一村,整租,2700,中楼层/5层,97㎡,3室1厅1卫,朝南,17天前,2019-07-14,"【房源亮点】 地铁400米，地铁房，绿化多，车位多，自住装修，房东急租，成熟小区，安静舒适
【户型介绍】 房子三个房间朝南，采光好，楼层二楼，该小区比较好的楼层，给你一个安静舒适的居住体验
【周边配套】 配套齐全，人民东路街道，东门大街步行街，豪布斯卡名品街， 菜市场，世纪联华，欧尚商场，乐购商场，公园，电影院，培训机构，幼儿园，健身馆，体育馆，上海浦东医院，各类餐饮。上海野生动物园，浦东国际机场，上海东站（在建中）
【小区介绍】 小区出行有三个门，出行和购物都很方便！有专门供老年和小孩活动的休闲娱乐场地，还有锻炼身体的橡胶跑道路！
",2019-07-27,2500元/月,412m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.767112,31.051516,https://sh.lianjia.com/zufang/SH2299777825630601216.html,2019-07-31 20:17:11
1728,闵行,老闵行,红旗小区,整租,2500,高楼层/5层,34㎡,1室0厅1卫,朝东,3天前,2019-07-28,,2019-07-27,2200元/月,146m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.398188,31.010363,https://sh.lianjia.com/zufang/SH2310848302889050112.html,2019-07-31 20:17:12
1729,青浦,盈浦,大发融悦,整租,3200,高楼层/18层,103㎡,3室2厅2卫,朝南,7天前,2019-07-24,,2019-07-29,4200元/月,305m,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.000000,31.000000,https://sh.lianjia.com/zufang/SH2307711463424532480.html,2019-07-31 20:17:13
1730,松江,松江老城,环城路1166弄,整租,1900,中楼层/5层,30㎡,1室0厅1卫,朝东,11天前,2019-07-20,,,,,随时入住,暂无数据,需提前预约,无,暂无数据,暂无数据,暂无数据,暂无数据,无,无,无,无,无,无,无,无,无,无,121.241829,31.014069,https://sh.lianjia.com/zufang/SH2304815809736228864.html,2019-07-31 20:17:14
1731,青浦,夏阳,梦丹苑,整租,2800,中楼层/6层,72㎡,2室1厅1卫,朝南 北,10天前,2019-07-21,,2019-07-14,2500元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.132163,31.147054,https://sh.lianjia.com/zufang/SH2305796335116763136.html,2019-07-31 20:17:15
1732,浦东,周浦,桃园新城中虹佳园,整租,2600,中楼层/5层,52㎡,1室1厅1卫,朝南,22天前,2019-07-08,,2019-07-29,2000元/月,,2019-08-10,暂无数据,只能周末看房,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.584719,31.096116,https://sh.lianjia.com/zufang/SH2296425992224784384.html,2019-07-31 20:17:16
1733,长宁,北新泾,瑞冬小区,整租,6000,中楼层/6层,76㎡,2室1厅1卫,朝南,23天前,2019-07-08,,2019-06-30,5000元/月,649m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.366167,31.214545,https://sh.lianjia.com/zufang/SH2296072931425386496.html,2019-07-31 20:17:17
1734,静安,江宁路,东安公寓,整租,8000,低楼层/12层,47㎡,1室1厅1卫,朝南,10天前,2019-07-21,,2019-07-06,6600元/月,191m,随时入住,2年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,有,无,有,有,121.443910,31.234616,https://sh.lianjia.com/zufang/SH2305570609880637440.html,2019-07-31 20:17:18
1735,虹口,江湾镇,红馥里,整租,4000,中楼层/35层,77㎡,2室1厅1卫,朝南,15天前,2019-07-16,,2019-07-29,3900元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,暂无数据,暂无数据,暂无数据,无,无,无,无,无,无,无,无,无,无,121.473294,31.304873,https://sh.lianjia.com/zufang/SH2301171346610331648.html,2019-07-31 20:17:19
1736,青浦,重固,佳兆业君汇上品,整租,3500,中楼层/14层,96㎡,3室2厅1卫,朝南 北,2个月前,2019-05-12,,2019-05-22,3000元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,暂无数据,暂无数据,无,无,无,无,无,无,无,无,无,无,无,121.194865,31.197094,https://sh.lianjia.com/zufang/SH2254834967064346624.html,2019-07-31 20:17:20
1737,普陀,万里,万里一期,整租,4600,高楼层/6层,62㎡,1室1厅1卫,朝南,29天前,2019-07-02,,2019-07-30,6000元/月,739m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.406281,31.270930,https://sh.lianjia.com/zufang/SH2288907494199926784.html,2019-07-31 20:17:21
1738,黄浦,蓬莱公园,黄浦逸城,整租,10000,低楼层/30层,64㎡,1室1厅1卫,朝南,1个月前,2019-06-30,,2019-07-14,8800元/月,57m,2019-08-27,3年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,无,121.492176,31.206169,https://sh.lianjia.com/zufang/SH2290551112677195776.html,2019-07-31 20:17:22
1739,闵行,龙柏,青杉路369号,整租,2600,中楼层/4层,26㎡,1室1厅1卫,朝南,6天前,2019-07-25,,,,863m,随时入住,暂无数据,需提前预约,无,暂无数据,商水,商电,无,无,无,无,无,无,无,无,无,无,无,121.364031,31.175501,https://sh.lianjia.com/zufang/SH2308401826661408768.html,2019-07-31 20:17:23
1740,黄浦,打浦桥,思南新苑,整租,11500,低楼层/32层,81㎡,1室2厅1卫,朝南,14天前,2019-07-17,,2019-06-20,12500元/月,403m,随时入住,3年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,有,121.470450,31.208567,https://sh.lianjia.com/zufang/SH2299330508242829312.html,2019-07-31 20:17:25
1741,闸北,大宁,柳营路1025弄,整租,4300,高楼层/6层,33㎡,1室1厅1卫,朝西南,9天前,2019-07-22,,2019-07-22,3000元/月,1053m,随时入住,3年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.451029,31.262327,https://sh.lianjia.com/zufang/SH2306499509309407232.html,2019-07-31 20:17:25
1742,浦东,惠南,梅花新村(惠南),整租,2500,中楼层/5层,59㎡,2室1厅1卫,朝南,13天前,2019-07-18,,2019-02-23,2200元/月,318m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.749346,31.047972,https://sh.lianjia.com/zufang/SH2300758784844505088.html,2019-07-31 20:17:26
1743,崇明,崇明新城,乔松路799弄,整租,3000,未知/1层,221㎡,3室3厅2卫,朝南,2个月前,2019-05-04,,,,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.427570,31.624353,https://sh.lianjia.com/zufang/SH2248267746833858560.html,2019-07-31 20:17:27
1744,闸北,永和,永和二村,整租,4700,高楼层/6层,52㎡,2室0厅1卫,朝南,4天前,2019-07-27,,2019-07-27,3300元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.429608,31.292083,https://sh.lianjia.com/zufang/SH2309898023716790272.html,2019-07-31 20:17:28
1745,徐汇,上海南站,汇成四村,整租,4800,中楼层/6层,63㎡,2室1厅1卫,朝南,1个月前,2019-06-22,,2019-07-20,5200元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.429504,31.153842,https://sh.lianjia.com/zufang/SH2284905129839181824.html,2019-07-31 20:17:29
